A-levels scores,Education,Current Employment,Current Employment Sector,Current Annual Income,References Submitted,Was Hired by a Company within 6 months
79,law,salaried,transportation,109097,0,0
49,stem,contractual,accounting,93432,1,0
60,business,contractual,engineering,88371,1,0
70,business,salaried,arts,74872,1,0
44,business,self business,engineering,94635,0,0
50,law,salaried,transportation,45309,1,0
64,stem,salaried,transportation,87135,0,0
87,arts,self business,transportation,0,1,1
83,law,contractual,accounting,0,1,1
85,business,self business,it,61662,1,1
66,business,self business,it,47684,0,0
67,stem,unemployed,unemployed,0,1,0
80,law,unemployed,unemployed,86445,0,0
85,stem,salaried,law,98640,1,1
77,arts,self business,engineering,72521,0,0
80,arts,self business,transportation,142077,1,1
77,stem,salaried,accounting,145052,1,1
83,law,self business,accounting,96655,1,1
66,stem,unemployed,unemployed,0,0,0
88,stem,salaried,law,121910,1,1
87,business,salaried,law,53124,1,1
62,arts,unemployed,unemployed,0,0,0
53,stem,self business,health,99039,0,0
41,business,contractual,accounting,48020,1,0
49,stem,contractual,accounting,59004,1,0
41,arts,unemployed,unemployed,0,0,0
40,arts,self business,accounting,93158,0,0
52,law,self business,it,42359,1,0
77,business,unemployed,unemployed,111613,1,0
78,law,contractual,health,105776,1,0
85,business,salaried,it,44986,1,1
53,law,salaried,health,45046,1,0
43,stem,contractual,health,44115,0,0
70,stem,unemployed,unemployed,0,1,0
68,law,self business,transportation,82952,1,0
56,stem,salaried,it,42917,1,0
51,stem,contractual,health,46150,0,0
80,arts,salaried,engineering,80938,0,0
80,law,self business,engineering,115773,1,1
45,law,unemployed,unemployed,0,0,0
47,law,unemployed,unemployed,0,1,0
55,business,self business,health,63799,0,0
46,stem,self business,arts,127563,0,0
77,business,unemployed,unemployed,0,0,0
86,business,salaried,engineering,66960,1,1
65,business,self business,arts,76735,0,0
76,stem,self business,engineering,137791,1,1
52,stem,unemployed,unemployed,0,0,0
46,stem,salaried,law,118630,1,0
68,law,unemployed,unemployed,0,1,0
62,law,contractual,arts,46975,1,0
84,arts,self business,it,148706,1,1
66,stem,contractual,accounting,108411,0,0
88,arts,self business,transportation,101666,1,1
74,stem,unemployed,unemployed,45128,1,0
64,stem,contractual,law,104583,1,0
75,arts,salaried,transportation,58660,0,0
55,law,contractual,health,56630,0,0
73,law,salaried,transportation,75524,0,0
72,law,salaried,health,89803,0,0
84,business,contractual,engineering,41239,1,1
67,stem,salaried,accounting,83131,1,0
62,arts,contractual,it,135405,1,0
70,law,contractual,arts,120545,0,0
65,stem,unemployed,unemployed,0,0,0
87,arts,self business,law,0,1,1
63,law,unemployed,unemployed,0,0,0
66,law,self business,arts,71760,0,0
82,business,self business,transportation,141267,1,1
44,arts,salaried,it,122450,1,0
52,law,salaried,transportation,48919,0,0
58,business,contractual,engineering,42992,1,0
57,arts,contractual,health,124717,0,0
64,stem,unemployed,unemployed,0,0,0
89,arts,salaried,arts,78643,1,1
74,business,salaried,engineering,65946,0,0
82,arts,contractual,accounting,68932,1,1
84,business,self business,health,141881,1,1
54,law,contractual,transportation,112794,1,0
87,arts,self business,law,0,1,1
87,stem,contractual,health,54520,1,1
79,stem,contractual,transportation,67450,0,0
83,business,contractual,engineering,89744,1,1
49,arts,self business,engineering,70887,0,0
64,arts,salaried,law,55323,0,0
79,law,contractual,health,111723,1,0
42,stem,salaried,law,57077,0,0
53,arts,self business,health,146146,0,0
47,business,salaried,transportation,96618,1,0
50,law,contractual,transportation,127130,1,0
72,law,self business,law,128101,0,0
43,law,unemployed,unemployed,0,1,0
41,arts,self business,transportation,47481,1,0
72,arts,salaried,arts,106848,1,0
53,business,unemployed,unemployed,0,1,0
52,law,unemployed,unemployed,0,0,0
69,stem,unemployed,unemployed,0,1,0
42,law,unemployed,unemployed,0,0,0
85,stem,salaried,accounting,0,1,1
79,business,unemployed,unemployed,0,1,0
76,arts,salaried,engineering,62610,1,0
71,business,salaried,engineering,142317,0,0
55,arts,self business,engineering,56065,0,0
83,business,salaried,arts,71476,1,1
41,arts,unemployed,unemployed,0,1,0
74,business,contractual,it,52528,1,0
75,stem,salaried,law,70404,1,0
81,law,self business,arts,51737,1,1
60,arts,salaried,engineering,55576,0,0
40,business,unemployed,unemployed,0,1,0
86,law,salaried,health,49486,1,1
68,arts,self business,engineering,124269,0,0
56,arts,contractual,accounting,63088,0,0
86,business,salaried,law,86677,1,1
84,law,salaried,accounting,98658,1,1
53,law,self business,health,84927,1,0
69,business,contractual,transportation,108058,1,0
42,arts,salaried,law,111645,0,0
47,arts,salaried,health,102929,1,0
62,business,salaried,transportation,92253,1,0
82,law,self business,arts,69803,1,1
52,business,contractual,arts,125335,1,0
51,business,salaried,health,69692,1,0
76,business,self business,engineering,66122,0,0
73,stem,contractual,health,144626,1,1
88,stem,contractual,transportation,121279,1,1
77,law,unemployed,unemployed,0,0,0
59,law,contractual,engineering,51510,0,0
65,law,self business,arts,71500,1,0
89,law,contractual,accounting,70955,1,1
87,business,contractual,it,129001,1,1
85,arts,salaried,transportation,0,1,1
83,arts,contractual,engineering,66378,1,1
70,arts,unemployed,unemployed,0,1,0
67,law,unemployed,unemployed,0,0,0
87,law,contractual,accounting,94310,1,1
49,law,self business,health,95418,1,0
61,business,unemployed,unemployed,0,1,0
52,stem,salaried,law,51945,1,0
51,stem,salaried,it,118656,0,0
84,law,self business,law,0,1,1
84,law,self business,law,64346,1,1
78,law,contractual,health,143606,0,0
55,arts,unemployed,unemployed,0,0,0
48,law,self business,arts,46639,1,0
83,stem,self business,engineering,98317,1,1
59,law,contractual,transportation,117300,1,0
56,arts,contractual,engineering,98659,0,0
57,business,self business,arts,125822,0,0
76,law,unemployed,unemployed,0,0,0
40,law,salaried,accounting,70672,1,0
54,stem,contractual,accounting,136780,1,0
47,stem,salaried,accounting,136289,0,0
89,business,salaried,law,111031,1,1
52,stem,salaried,transportation,147880,0,0
70,arts,self business,accounting,82533,0,0
54,business,contractual,health,114380,0,0
75,arts,salaried,transportation,130081,0,0
73,law,unemployed,unemployed,0,1,0
79,stem,unemployed,unemployed,0,0,0
57,arts,self business,engineering,136292,1,0
78,arts,self business,law,144243,1,0
60,arts,unemployed,unemployed,0,1,0
40,business,unemployed,unemployed,115959,0,0
44,business,contractual,law,135483,1,0
41,arts,self business,arts,78463,0,0
60,stem,contractual,health,110283,1,0
54,law,unemployed,unemployed,0,1,0
57,arts,self business,engineering,129388,1,0
77,law,unemployed,unemployed,0,0,0
83,arts,salaried,it,57608,1,1
55,law,contractual,accounting,138839,0,0
59,arts,contractual,health,138795,1,0
73,business,contractual,accounting,58190,0,0
44,business,salaried,accounting,129640,1,0
62,business,unemployed,unemployed,0,0,0
85,business,salaried,transportation,0,1,1
66,law,unemployed,unemployed,0,0,0
72,arts,self business,arts,138783,1,1
84,stem,salaried,accounting,85422,1,1
82,business,self business,it,71239,1,1
87,stem,self business,accounting,98360,1,1
82,stem,salaried,accounting,0,1,1
89,law,contractual,engineering,116063,1,1
49,law,unemployed,unemployed,0,1,0
86,business,self business,transportation,79426,1,1
71,business,self business,it,99663,0,0
47,law,contractual,engineering,126670,0,0
67,business,salaried,health,112802,1,0
85,stem,salaried,arts,135421,1,1
85,arts,salaried,engineering,143449,1,1
61,arts,unemployed,unemployed,89369,1,0
85,arts,salaried,law,105507,1,1
52,law,self business,transportation,75812,1,0
40,law,salaried,accounting,77704,0,0
40,business,contractual,transportation,147667,1,0
70,stem,unemployed,unemployed,82002,0,0
68,business,salaried,health,104928,1,0
48,arts,unemployed,unemployed,73648,0,0
41,stem,unemployed,unemployed,0,0,0
74,law,self business,health,0,1,1
54,arts,salaried,it,121459,0,0
46,stem,contractual,engineering,74414,1,0
87,law,salaried,arts,50433,1,1
89,business,self business,law,0,1,1
66,law,unemployed,unemployed,0,0,0
61,business,unemployed,unemployed,52770,0,0
79,stem,salaried,engineering,48331,1,0
73,business,unemployed,unemployed,105108,0,0
65,stem,salaried,it,87974,1,0
82,business,contractual,health,40763,1,1
89,business,salaried,health,147289,1,1
80,arts,contractual,accounting,98206,0,0
81,arts,contractual,it,0,1,1
47,business,unemployed,unemployed,0,0,0
77,stem,unemployed,unemployed,0,0,0
43,stem,self business,arts,125640,1,0
44,business,salaried,engineering,142600,0,0
47,arts,salaried,health,125917,1,0
74,arts,unemployed,unemployed,0,1,0
78,arts,salaried,transportation,57141,1,0
75,arts,unemployed,unemployed,120960,0,0
85,law,salaried,arts,0,1,1
84,stem,self business,law,141755,1,1
61,law,self business,transportation,65122,1,0
54,arts,contractual,it,55744,1,0
52,business,salaried,law,63764,0,0
73,business,contractual,arts,116475,1,1
42,law,contractual,health,134124,1,0
88,business,self business,engineering,84145,1,1
58,stem,self business,law,147689,1,0
47,stem,unemployed,unemployed,0,1,0
46,business,salaried,engineering,140060,0,0
75,stem,salaried,law,68446,1,1
62,arts,self business,engineering,112161,1,0
86,business,self business,health,144744,1,1
74,stem,unemployed,unemployed,0,0,0
71,law,self business,law,45583,1,1
40,stem,salaried,transportation,122977,1,0
55,business,unemployed,unemployed,0,0,0
44,business,salaried,it,46176,0,0
55,law,unemployed,unemployed,0,0,0
65,business,unemployed,unemployed,0,1,0
84,law,contractual,law,131980,1,1
81,stem,contractual,transportation,142275,1,1
88,arts,contractual,health,40941,1,1
71,stem,unemployed,unemployed,0,1,0
89,law,self business,law,74264,1,1
62,law,contractual,arts,73848,1,0
60,business,contractual,law,125939,0,0
86,business,self business,accounting,67839,1,1
58,arts,salaried,it,117960,0,0
51,law,contractual,law,90051,1,0
69,arts,self business,health,112845,1,0
88,business,self business,engineering,86510,1,1
55,arts,salaried,accounting,100847,0,0
82,law,self business,arts,118327,1,1
69,law,self business,law,112885,0,0
85,arts,salaried,accounting,0,1,1
75,stem,self business,transportation,126123,1,1
70,business,salaried,transportation,90479,0,0
49,arts,salaried,law,116057,1,0
86,arts,contractual,law,100203,1,1
69,stem,unemployed,unemployed,0,1,0
69,law,unemployed,unemployed,0,0,0
70,arts,self business,health,105505,1,0
44,stem,contractual,it,122497,0,0
86,arts,salaried,engineering,106956,1,1
59,stem,unemployed,unemployed,0,0,0
55,stem,contractual,it,73480,0,0
61,stem,salaried,law,67739,1,0
64,arts,unemployed,unemployed,0,0,0
52,law,unemployed,unemployed,0,1,0
48,business,self business,law,102770,0,0
45,arts,salaried,it,113401,0,0
65,stem,salaried,law,115854,1,0
58,arts,salaried,it,140212,1,0
71,law,self business,accounting,132078,1,1
75,arts,unemployed,unemployed,0,1,0
62,stem,unemployed,unemployed,74582,1,0
79,law,unemployed,unemployed,0,1,0
81,stem,salaried,health,109020,1,1
43,law,contractual,accounting,52896,0,0
75,business,self business,engineering,81938,0,0
72,arts,unemployed,unemployed,60411,1,0
88,arts,contractual,it,136906,1,1
66,business,salaried,arts,53470,1,0
66,business,unemployed,unemployed,0,1,0
80,stem,self business,arts,147402,1,0
50,arts,unemployed,unemployed,137239,1,0
46,law,salaried,transportation,54522,0,0
69,business,self business,health,140656,1,0
43,business,contractual,engineering,111635,1,0
50,arts,self business,engineering,63892,0,0
54,business,unemployed,unemployed,0,1,0
64,stem,self business,law,51013,0,0
82,law,self business,engineering,45977,1,1
70,arts,unemployed,unemployed,42498,1,0
62,stem,self business,arts,90333,1,0
89,stem,contractual,arts,0,1,1
74,arts,contractual,law,124630,1,0
59,arts,self business,engineering,103830,1,0
86,law,contractual,transportation,125725,1,1
84,law,contractual,health,62687,1,1
44,business,self business,it,130909,0,0
46,stem,contractual,accounting,125884,0,0
60,business,contractual,arts,41553,1,0
88,arts,self business,law,116506,1,1
66,business,unemployed,unemployed,111854,0,0
85,business,self business,it,0,1,1
88,business,self business,health,46704,1,1
45,business,unemployed,unemployed,0,1,0
62,law,contractual,engineering,68044,0,0
70,law,self business,law,112768,0,0
52,stem,unemployed,unemployed,44949,1,0
84,law,contractual,it,141391,1,1
47,arts,contractual,health,40355,1,0
89,business,self business,health,103342,1,1
88,business,self business,accounting,144951,1,1
64,law,self business,health,63416,1,0
54,arts,salaried,accounting,44920,1,0
74,arts,salaried,health,149528,1,0
76,law,self business,transportation,48519,1,0
55,arts,salaried,transportation,50232,0,0
67,arts,salaried,it,130404,1,0
69,law,self business,law,84803,1,0
70,law,salaried,health,146580,0,0
61,stem,self business,accounting,120771,0,0
85,law,contractual,health,98209,1,1
43,arts,contractual,law,109993,0,0
65,stem,self business,accounting,146037,0,0
65,arts,salaried,law,130818,0,0
89,law,self business,transportation,101440,1,1
58,law,self business,arts,72654,1,0
54,stem,self business,transportation,114500,0,0
42,business,salaried,law,45200,0,0
67,arts,salaried,accounting,92228,1,0
74,stem,self business,engineering,102061,1,1
55,stem,unemployed,unemployed,0,0,0
59,law,salaried,it,94859,0,0
68,stem,salaried,health,65002,1,0
57,stem,unemployed,unemployed,0,1,0
51,arts,salaried,transportation,47113,0,0
56,stem,unemployed,unemployed,0,1,0
50,arts,unemployed,unemployed,0,0,0
77,law,self business,accounting,125181,0,0
42,law,self business,arts,149572,1,0
60,arts,unemployed,unemployed,0,0,0
52,arts,salaried,accounting,53766,0,0
59,business,salaried,accounting,44786,1,0
86,arts,salaried,engineering,111656,1,1
46,law,self business,accounting,60549,0,0
72,stem,contractual,transportation,135048,1,0
83,stem,contractual,arts,84761,1,1
83,arts,salaried,health,0,1,1
46,business,salaried,health,94504,1,0
54,business,self business,engineering,94889,1,0
78,stem,self business,accounting,0,1,1
58,business,salaried,engineering,43067,0,0
43,arts,self business,engineering,44649,0,0
55,stem,unemployed,unemployed,123818,0,0
54,arts,unemployed,unemployed,0,0,0
88,stem,contractual,transportation,103511,1,1
76,arts,self business,health,113619,0,0
59,arts,contractual,health,123722,1,0
77,stem,unemployed,unemployed,40379,1,0
82,business,salaried,transportation,80623,1,1
41,business,unemployed,unemployed,0,0,0
88,arts,self business,arts,0,1,1
60,law,salaried,arts,49990,0,0
78,business,contractual,health,85298,1,0
55,stem,contractual,arts,114673,1,0
82,law,self business,transportation,0,1,1
47,stem,salaried,engineering,148377,0,0
45,stem,contractual,health,143518,0,0
62,law,contractual,arts,65847,1,0
88,arts,salaried,health,66863,1,1
44,law,unemployed,unemployed,0,0,0
54,law,salaried,it,105337,1,0
47,law,self business,law,102072,0,0
89,business,salaried,it,124385,1,1
76,business,self business,health,75633,0,0
51,stem,salaried,arts,121504,0,0
62,law,salaried,engineering,94026,0,0
52,arts,self business,transportation,127295,0,0
52,arts,self business,law,42304,1,0
70,business,unemployed,unemployed,88395,0,0
60,business,contractual,transportation,135895,0,0
84,law,self business,transportation,64455,1,1
77,business,unemployed,unemployed,0,0,0
75,arts,unemployed,unemployed,0,1,0
77,business,unemployed,unemployed,0,0,0
72,law,self business,health,99337,0,0
64,arts,contractual,it,142275,1,0
77,arts,salaried,law,117739,1,1
51,law,unemployed,unemployed,0,0,0
79,law,contractual,it,41428,0,0
50,stem,salaried,arts,123978,1,0
74,arts,contractual,transportation,47232,1,1
46,business,salaried,accounting,101081,0,0
42,business,salaried,law,63169,1,0
58,law,self business,law,147568,1,0
